"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
154800, 204878.83
158400, 209645.23
162000, 214412.97
165600, 219182.56
169200, 223951.52
172800, 228711.98

"R{""feruloylacetyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 17.04
7200, 27.03
10800, 35.05
14400, 43.45
18000, 54.03
21600, 63.0
25200, 71.28
28800, 79.92
32400, 89.29
36000, 96.83
39600, 108.02
43200, 116.59
46800, 124.0
50400, 132.83
54000, 140.66
57600, 150.27
61200, 158.99
64800, 166.73
68400, 174.45
72000, 183.6
75600, 192.98
79200, 202.72
82800, 208.92
86400, 220.5
90000, 228.44
93600, 237.54
97200, 243.69
100800, 253.55
104400, 261.46
108000, 271.76
111600, 279.49
115200, 288.71
118800, 299.88
122400, 307.96
126000, 317.32
129600, 326.08
133200, 333.82
136800, 342.41
140400, 350.59
144000, 360.42
147600, 368.48
151200, 375.64
154800, 383.15
158400, 393.42
162000, 402.01
165600, 412.77
169200, 421.91
172800, 430.11

"R{""demethoxy_or_bisdemethoxy_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""demethoxy_or_curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0
