"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
126000, 1.87
129600, 1.94
133200, 1.99
136800, 2.04
140400, 2.05
144000, 2.04
147600, 2.05
151200, 2.4
154800, 2.37
158400, 1.93
162000, 1.9
165600, 1.94
169200, 2.1
172800, 2.04

"R{""caffeoyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 4.54
7200, 4.28
10800, 4.83
14400, 4.76
18000, 4.65
21600, 4.02
25200, 4.76
28800, 4.87
32400, 4.4
36000, 4.66
39600, 4.92
43200, 4.84
46800, 4.76
50400, 4.99
54000, 4.66
57600, 4.78
61200, 4.79
64800, 5.28
68400, 4.77
72000, 4.49
75600, 4.73
79200, 4.44
82800, 4.71
86400, 4.57
90000, 4.95
93600, 4.65
97200, 4.8
100800, 4.34
104400, 4.71
108000, 4.45
111600, 4.7
115200, 4.43
118800, 4.63
122400, 4.72
126000, 4.72
129600, 4.69
133200, 4.46
136800, 4.69
140400, 4.44
144000, 4.9
147600, 4.66
151200, 4.69
154800, 4.77
158400, 4.54
162000, 4.7
165600, 4.4
169200, 4.84
172800, 5.03

"R{""feruloyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 9793.16
7200, 19596.53
10800, 29407.25
14400, 39225.1
18000, 49039.19
21600, 58854.93
25200, 68669.02
28800, 78490.67
32400, 88296.71
36000, 98115.02
39600, 107934.56
43200, 117732.66
46800, 127553.58
50400, 137362.6
54000, 147182.76
57600, 156984.47
61200, 166793.75
64800, 176612.37
68400, 186439.2
72000, 196252.67
75600, 206067.99
79200, 215866.92
82800, 225693.47
86400, 235510.09
90000, 245320.83
93600, 255147.59
97200, 264953.95
100800, 274782.59
104400, 284585.32
108000, 294398.04
111600, 304210.75
115200, 314027.09
118800, 323842.18
122400, 333660.52
126000, 343484.21
129600, 353288.42
133200, 363092.57
136800, 372896.46
140400, 382726.29
144000, 392530.99
147600, 402339.45
151200, 412153.43
154800, 421952.39
158400, 431758.09
162000, 441592.62
165600, 451405.55
169200, 461239.45
172800, 471046.3

"R{""feruloylacetyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 43.05
7200, 85.32
10800, 127.01
14400, 171.44
18000, 214.12
21600, 258.2
25200, 300.9
28800, 344.1
32400, 386.95
36000, 431.21
39600, 473.72
43200, 516.74
46800, 560.66
50400, 603.36
54000, 645.62
57600, 688.12
61200, 731.24
64800, 773.7
68400, 816.41
72000, 859.69
75600, 902.78
79200, 944.69
82800, 987.22
86400, 1030.34
90000, 1072.55
93600, 1115.92
97200, 1157.84
100800, 1200.92
104400, 1243.69
108000, 1285.02
111600, 1327.4
115200, 1369.84
118800, 1411.45
122400, 1453.63
126000, 1497.02
129600, 1540.58
133200, 1582.99
136800, 1626.53
140400, 1667.78
144000, 1711.98
147600, 1753.79
151200, 1797.3
154800, 1839.95
158400, 1883.07
162000, 1925.78
165600, 1968.75
169200, 2010.65
172800, 2053.29

"R{""demethoxy_or_bisdemethoxy_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""demethoxy_or_curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0
