"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.97
7200, 0.85
10800, 0.83
14400, 0.74
18000, 0.97
21600, 0.75
25200, 0.9
28800, 0.98
32400, 1.03
36000, 0.78
39600, 0.86
43200, 0.82
46800, 1.03
50400, 0.93
54000, 0.81
57600, 0.91
61200, 0.75
64800, 0.77
68400, 0.94
72000, 1.16
75600, 0.87
79200, 1.02
82800, 0.88
86400, 1.06
90000, 0.81
93600, 0.84
97200, 0.94
100800, 0.87
104400, 1.01
108000, 0.88
111600, 0.8
115200, 0.77
118800, 0.93
122400, 0.91
126000, 0.87
129600, 0.76
133200, 0.89
136800, 0.81
140400, 0.84
144000, 0.81
147600, 0.76
151200, 0.78
154800, 0.92
158400, 0.74
162000, 0.86
165600, 0.91
169200, 0.96
172800, 0.89

"R{""caffeoyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 2.3
7200, 2.49
10800, 2.03
14400, 2.23
18000, 2.27
21600, 2.37
25200, 2.37
28800, 1.97
32400, 2.54
36000, 2.2
39600, 2.29
43200, 2.43
46800, 2.17
50400, 2.07
54000, 2.31
57600, 2.39
61200, 2.12
64800, 2.33
68400, 2.26
72000, 2.51
75600, 2.03
79200, 2.41
82800, 2.53
86400, 2.22
90000, 2.58
93600, 2.37
97200, 2.28
100800, 2.01
104400, 2.18
108000, 2.2
111600, 2.18
115200, 2.19
118800, 2.15
122400, 2.26
126000, 2.18
129600, 2.05
133200, 2.53
136800, 2.38
140400, 1.95
144000, 2.27
147600, 2.34
151200, 2.24
154800, 2.28
158400, 2.11
162000, 2.21
165600, 2.32
169200, 2.37
172800, 1.92

"R{""feruloyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 4843.22
7200, 9681.5
10800, 14523.43
14400, 19377.33
18000, 24217.63
21600, 29070.67
25200, 33903.7
28800, 38729.48
32400, 43580.81
36000, 48433.79
39600, 53279.77
43200, 58124.83
46800, 62977.13
50400, 67807.83
54000, 72646.25
57600, 77495.5
61200, 82332.95
64800, 87166.89
68400, 91996.24
72000, 96837.89
75600, 101682.77
79200, 106522.45
82800, 111372.38
86400, 116223.46
90000, 121074.24
93600, 125928.6
97200, 130775.12
100800, 135615.08
104400, 140463.53
108000, 145303.2
111600, 150150.66
115200, 154997.47
118800, 159827.64
122400, 164658.37
126000, 169507.06
129600, 174344.78
133200, 179197.89
136800, 184040.71
140400, 188868.34
144000, 193722.09
147600, 198569.81
151200, 203401.41
154800, 208253.23
158400, 213100.57
162000, 217941.91
165600, 222773.56
169200, 227619.66
172800, 232461.85

"R{""feruloylacetyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 84.66
7200, 168.97
10800, 254.63
14400, 340.28
18000, 425.3
21600, 510.64
25200, 595.11
28800, 681.26
32400, 767.0
36000, 853.77
39600, 940.97
43200, 1027.93
46800, 1113.76
50400, 1200.09
54000, 1284.77
57600, 1370.38
61200, 1456.85
64800, 1542.56
68400, 1627.43
72000, 1711.58
75600, 1797.25
79200, 1883.21
82800, 1967.18
86400, 2054.04
90000, 2139.39
93600, 2222.21
97200, 2305.97
100800, 2391.37
104400, 2477.4
108000, 2561.06
111600, 2647.09
115200, 2732.06
118800, 2816.92
122400, 2901.5
126000, 2987.94
129600, 3071.47
133200, 3157.1
136800, 3245.65
140400, 3330.69
144000, 3417.53
147600, 3502.06
151200, 3588.33
154800, 3674.55
158400, 3761.21
162000, 3846.31
165600, 3931.56
169200, 4017.07
172800, 4102.37

"R{""demethoxy_or_bisdemethoxy_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""demethoxy_or_curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0
