"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
43200, 58154.97
46800, 63000.29
50400, 67843.45
54000, 72688.73
57600, 77535.97
61200, 82384.81
64800, 87217.7
68400, 92050.83
72000, 96896.33
75600, 101736.63
79200, 106585.97
82800, 111433.8
86400, 116270.05
90000, 121104.29
93600, 125937.97
97200, 130783.91
100800, 135621.73
104400, 140467.04
108000, 145308.5
111600, 150161.23
115200, 155007.18
118800, 159846.41
122400, 164686.68
126000, 169526.14
129600, 174357.38
133200, 179216.72
136800, 184060.1
140400, 188899.15
144000, 193744.13
147600, 198593.87
151200, 203440.79
154800, 208273.44
158400, 213116.13
162000, 217964.63
165600, 222805.35
169200, 227649.52
172800, 232492.57

"R{""feruloylacetyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 1.23
7200, 1.25
10800, 1.35
14400, 1.51
18000, 1.52
21600, 1.38
25200, 1.49
28800, 1.28
32400, 1.11
36000, 1.29
39600, 1.05
43200, 1.15
46800, 1.12
50400, 1.64
54000, 1.38
57600, 1.05
61200, 1.46
64800, 1.22
68400, 1.35
72000, 1.37
75600, 1.0
79200, 1.13
82800, 1.4
86400, 1.38
90000, 1.16
93600, 1.42
97200, 1.13
100800, 1.1
104400, 1.22
108000, 1.15
111600, 1.36
115200, 1.17
118800, 1.16
122400, 1.13
126000, 1.26
129600, 1.06
133200, 1.25
136800, 1.3
140400, 1.27
144000, 1.56
147600, 1.18
151200, 0.92
154800, 1.4
158400, 1.28
162000, 1.26
165600, 1.02
169200, 1.4
172800, 0.95

"R{""demethoxy_or_bisdemethoxy_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""demethoxy_or_curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 41.44
7200, 84.92
10800, 127.13
14400, 169.09
18000, 212.41
21600, 255.51
25200, 297.46
28800, 340.11
32400, 383.34
36000, 426.26
39600, 469.12
43200, 513.08
46800, 555.65
50400, 597.92
54000, 640.59
57600, 683.05
61200, 725.89
64800, 768.83
68400, 812.53
72000, 854.82
75600, 897.2
79200, 940.27
82800, 983.6
86400, 1025.93
90000, 1068.51
93600, 1111.13
97200, 1154.17
100800, 1197.7
104400, 1239.68
108000, 1282.93
111600, 1325.77
115200, 1369.03
118800, 1411.09
122400, 1453.93
126000, 1495.91
129600, 1538.01
133200, 1582.03
136800, 1624.79
140400, 1666.18
144000, 1708.97
147600, 1751.86
151200, 1794.5
154800, 1838.05
158400, 1881.56
162000, 1924.35
165600, 1968.15
169200, 2010.69
172800, 2053.36
