"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.01
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.01
172800, 0.0

"R{""p_coumaroyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.93
7200, 0.87
10800, 0.72
14400, 0.73
18000, 0.94
21600, 0.74
25200, 0.68
28800, 0.88
32400, 0.83
36000, 0.88
39600, 0.86
43200, 0.94
46800, 0.79
50400, 0.73
54000, 0.87
57600, 0.74
61200, 0.88
64800, 0.81
68400, 0.69
72000, 0.78
75600, 0.93
79200, 0.96
82800, 0.92
86400, 0.99
90000, 0.98
93600, 0.99
97200, 0.94
100800, 0.78
104400, 0.87
108000, 1.13
111600, 0.92
115200, 0.99
118800, 0.94
122400, 0.96
126000, 0.84
129600, 0.79
133200, 0.94
136800, 0.8
140400, 0.83
144000, 0.79
147600, 0.92
151200, 0.9
154800, 0.74
158400, 0.86
162000, 0.96
165600, 0.87
169200, 0.79
172800, 0.87

"R{""caffeoyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 6.07
7200, 6.33
10800, 5.95
14400, 6.04
18000, 6.03
21600, 5.75
25200, 5.99
28800, 6.27
32400, 6.31
36000, 6.14
39600, 5.75
43200, 5.85
46800, 6.09
50400, 6.19
54000, 5.75
57600, 5.98
61200, 5.9
64800, 5.55
68400, 5.9
72000, 5.9
75600, 5.91
79200, 5.87
82800, 5.72
86400, 6.01
90000, 5.4
93600, 5.91
97200, 6.0
100800, 6.15
104400, 6.17
108000, 5.68
111600, 5.84
115200, 6.07
118800, 6.16
122400, 6.22
126000, 5.69
129600, 5.66
133200, 6.0
136800, 5.6
140400, 5.94
144000, 6.06
147600, 6.06
151200, 5.44
154800, 5.37
158400, 5.73
162000, 5.99
165600, 5.95
169200, 5.4
172800, 5.57

"R{""feruloyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 4864.74
7200, 9757.35
10800, 14635.03
14400, 19523.32
18000, 24419.56
21600, 29296.59
25200, 34185.11
28800, 39069.11
32400, 43961.26
36000, 48845.12
39600, 53737.2
43200, 58625.22
46800, 63502.5
50400, 68385.75
54000, 73279.25
57600, 78163.08
61200, 83048.85
64800, 87938.96
68400, 92835.8
72000, 97714.91
75600, 102589.13
79200, 107478.05
82800, 112364.45
86400, 117238.6
90000, 122125.76
93600, 127006.87
97200, 131889.36
100800, 136775.31
104400, 141670.31
108000, 146559.9
111600, 151456.05
115200, 156329.41
118800, 161221.31
122400, 166096.82
126000, 171001.93
129600, 175883.6
133200, 180777.15
136800, 185683.56
140400, 190571.05
144000, 195468.98
147600, 200365.64
151200, 205248.39
154800, 210124.71
158400, 215006.91
162000, 219892.52
165600, 224776.48
169200, 229660.95
172800, 234556.5

"R{""feruloylacetyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 41.4
7200, 84.19
10800, 127.34
14400, 170.95
18000, 213.5
21600, 257.03
25200, 299.69
28800, 341.76
32400, 384.08
36000, 425.91
39600, 468.87
43200, 510.94
46800, 554.23
50400, 597.49
54000, 641.24
57600, 683.05
61200, 725.57
64800, 768.18
68400, 810.88
72000, 852.99
75600, 896.5
79200, 939.69
82800, 982.92
86400, 1026.09
90000, 1068.71
93600, 1110.7
97200, 1153.22
100800, 1195.85
104400, 1238.39
108000, 1280.37
111600, 1323.31
115200, 1365.61
118800, 1408.35
122400, 1451.68
126000, 1494.66
129600, 1538.32
133200, 1582.09
136800, 1626.11
140400, 1669.07
144000, 1710.72
147600, 1753.98
151200, 1795.22
154800, 1838.64
158400, 1882.3
162000, 1925.11
165600, 1968.2
169200, 2012.06
172800, 2054.81

"R{""demethoxy_or_bisdemethoxy_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""demethoxy_or_curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0
