"R{""p_coumaric_acid_produced""}=? [ I=T ]"
T, Result
82800, 0.59
86400, 0.52
90000, 0.6
93600, 0.44
97200, 0.5
100800, 0.59
104400, 0.44
108000, 0.56
111600, 0.43
115200, 0.34
118800, 0.62
122400, 0.38
126000, 0.4
129600, 0.51
133200, 0.45
136800, 0.46
140400, 0.47
144000, 0.57
147600, 0.57
151200, 0.51
154800, 0.47
158400, 0.63
162000, 0.64
165600, 0.62
169200, 0.65
172800, 0.57

"R{""caffeoyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 1.89
7200, 1.93
10800, 2.02
14400, 2.28
18000, 2.18
21600, 2.31
25200, 2.29
28800, 1.89
32400, 2.28
36000, 2.01
39600, 2.14
43200, 2.3
46800, 2.14
50400, 2.3
54000, 2.65
57600, 2.15
61200, 2.33
64800, 2.18
68400, 2.38
72000, 2.22
75600, 2.69
79200, 2.27
82800, 2.28
86400, 2.14
90000, 2.28
93600, 2.08
97200, 2.31
100800, 2.48
104400, 2.33
108000, 2.53
111600, 2.19
115200, 2.03
118800, 2.3
122400, 2.33
126000, 2.36
129600, 2.48
133200, 2.27
136800, 2.51
140400, 2.66
144000, 2.12
147600, 2.15
151200, 2.16
154800, 2.4
158400, 2.1
162000, 2.26
165600, 2.27
169200, 2.32
172800, 2.27

"R{""feruloyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 4877.07
7200, 9762.18
10800, 14643.18
14400, 19519.18
18000, 24395.68
21600, 29276.18
25200, 34142.96
28800, 39035.06
32400, 43925.4
36000, 48810.78
39600, 53695.51
43200, 58582.25
46800, 63478.67
50400, 68360.47
54000, 73241.46
57600, 78142.06
61200, 83024.23
64800, 87918.67
68400, 92797.81
72000, 97698.27
75600, 102567.52
79200, 107458.57
82800, 112348.58
86400, 117234.15
90000, 122106.63
93600, 127004.76
97200, 131886.86
100800, 136767.74
104400, 141651.16
108000, 146539.7
111600, 151425.67
115200, 156307.43
118800, 161197.56
122400, 166085.23
126000, 170972.53
129600, 175862.9
133200, 180741.92
136800, 185619.9
140400, 190502.12
144000, 195387.6
147600, 200271.58
151200, 205161.77
154800, 210051.55
158400, 214941.33
162000, 219825.52
165600, 224721.92
169200, 229600.08
172800, 234489.29

"R{""feruloylacetyl_CoA_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 41.41
7200, 83.92
10800, 127.03
14400, 169.75
18000, 213.39
21600, 255.05
25200, 298.71
28800, 341.24
32400, 383.48
36000, 425.84
39600, 467.84
43200, 511.24
46800, 554.59
50400, 598.41
54000, 642.57
57600, 684.89
61200, 726.66
64800, 769.55
68400, 812.26
72000, 855.67
75600, 896.79
79200, 938.55
82800, 982.71
86400, 1024.9
90000, 1067.51
93600, 1110.49
97200, 1153.96
100800, 1196.06
104400, 1238.35
108000, 1280.72
111600, 1323.34
115200, 1366.55
118800, 1410.0
122400, 1452.72
126000, 1494.9
129600, 1537.88
133200, 1581.67
136800, 1623.39
140400, 1665.99
144000, 1708.68
147600, 1752.32
151200, 1793.81
154800, 1837.12
158400, 1881.21
162000, 1924.55
165600, 1968.26
169200, 2011.56
172800, 2053.57

"R{""demethoxy_or_bisdemethoxy_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""demethoxy_or_curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0

"R{""curcumin_produced""}=? [ I=T ]"
T, Result
0, 0.0
3600, 0.0
7200, 0.0
10800, 0.0
14400, 0.0
18000, 0.0
21600, 0.0
25200, 0.0
28800, 0.0
32400, 0.0
36000, 0.0
39600, 0.0
43200, 0.0
46800, 0.0
50400, 0.0
54000, 0.0
57600, 0.0
61200, 0.0
64800, 0.0
68400, 0.0
72000, 0.0
75600, 0.0
79200, 0.0
82800, 0.0
86400, 0.0
90000, 0.0
93600, 0.0
97200, 0.0
100800, 0.0
104400, 0.0
108000, 0.0
111600, 0.0
115200, 0.0
118800, 0.0
122400, 0.0
126000, 0.0
129600, 0.0
133200, 0.0
136800, 0.0
140400, 0.0
144000, 0.0
147600, 0.0
151200, 0.0
154800, 0.0
158400, 0.0
162000, 0.0
165600, 0.0
169200, 0.0
172800, 0.0
